code;instant;source;description;target
10126;2017-06-12 00:00:00.000;J98009202P;"LAJTHIZA INVEST SHA - PUKE - ";
10127;2017-06-18 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
10128;2017-06-18 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10129;2017-06-18 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
10095;2017-06-07 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) -  - ";M1
10096;2017-06-07 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10097;2017-06-07 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
10100;2017-06-09 00:00:00.000;;"MIDEA ELECTRIC TRADING SUNGAPORE - CO PTE LTD 50 RAFFLES PLACE 38 - ";M1
10101;2017-06-11 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10102;2017-06-11 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
10103;2017-06-11 00:00:00.000;;"RIVA SRL - ITALI - ";M1
10104;2017-06-11 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
10105;2017-06-11 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
10106;2017-06-12 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10107;2017-06-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
10108;2017-06-05 00:00:00.000;K74720403K;"EDI HALILAJ - LUSHNJE - ";
10109;2017-06-01 00:00:00.000;L43811003J;"MARTIN DALLTO - KORCE - ";
10110;2017-06-01 00:00:00.000;L43811003J;"MARTIN DALLTO - KORCE - ";
10111;2017-06-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
10112;2017-06-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10113;2017-06-01 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
10114;2017-06-01 00:00:00.000;L21401024J;"ELDA DEDJA - TIRANE - ";
10115;2017-06-10 00:00:00.000;K01417001C;"ABISSNET SHA - KAVAJE - ";
10116;2017-06-06 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10117;2017-06-13 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10118;2017-06-13 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10119;2017-06-14 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10130;2017-06-18 00:00:00.000;;"BANDINI SCALDABAGNI SPA - ITALI - ";M1
10131;2017-06-18 00:00:00.000;;"SI EL SRL - ITALI - ";M1
10132;2017-06-16 00:00:00.000;L22126015N;"JUR & CHRIS SHPK - TIRANE ,VORE - ";M1
10135;2017-06-20 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10136;2017-06-01 00:00:00.000;J61824053N;"ALBTELECOM EAGLE MOBILE SHA - TIRANE - ";
10137;2017-06-05 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10138;2017-06-12 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10139;2017-06-07 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
10140;2017-06-18 00:00:00.000;K53931001E;"ELVIRA ROPI - KORCE - ";
10141;2017-06-19 00:00:00.000;L53506205E;"E-TECH SHPK - ELBASAN - ";
10142;2017-06-23 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) -  - ";M1
10143;2017-06-01 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
10144;2017-06-09 00:00:00.000;L46617201M;"Vullnet Avduramani  - VLORE - ";
10145;2017-06-09 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10146;2017-06-08 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10147;2017-06-09 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10148;2017-06-09 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10149;2017-06-09 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10150;2017-06-09 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10151;2017-06-23 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
10152;2017-06-23 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
10125;2017-06-15 00:00:00.000;K81607050Q;"MEGATEK SHA - TIRANE - ";
10133;2017-06-19 00:00:00.000;;"MIDEA ELECTRIC TRADING SUNGAPORE - CO PTE LTD 50 RAFFLES PLACE 38 - ";M1
10134;2017-06-19 00:00:00.000;;"IMC CENTINTAS DIS DIS TICARET - 75 YIL MH ORGANIZE SAN BULOGEZ - ";M1
10153;2017-06-23 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
10157;2017-06-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10158;2017-06-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10159;2017-06-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10160;2017-06-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
10161;2017-06-01 00:00:00.000;L51328502G;"VEZI GROUP - DURRES - ";
10162;2017-06-02 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
10163;2017-06-05 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10164;2017-06-01 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
10165;2017-06-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
10166;2017-06-01 00:00:00.000;L16628202D;"EXELLENT TIRES -  - ";
10167;2017-06-24 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10168;2017-06-05 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10169;2017-06-01 00:00:00.000;L02205042V;"GLOBAL NET SHPK - TIRANE - ";
10170;2017-06-06 00:00:00.000;J66703216P;"TRIS ELEKTRIK - TIRANE - ";
10171;2017-06-07 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10172;2017-06-07 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10173;2017-06-11 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
10174;2017-06-05 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10175;2017-06-05 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
10176;2017-06-07 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
10177;2017-06-08 00:00:00.000;L02205042V;"GLOBAL NET SHPK - TIRANE - ";
10178;2017-06-01 00:00:00.000;;"MARPRO LOJISTIK ULUSLAR ARASI - TURQI - ";
10179;2017-06-10 00:00:00.000;K16604201M;"ANA 2001 - VLORE - ";
10180;2017-06-12 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10181;2017-06-12 00:00:00.000;L76604205F;"REDJAN SHABANI - VLORE - ";
10182;2017-06-12 00:00:00.000;K76526235R;"AGRON COLLAKU - VLORE - ";
10183;2017-06-12 00:00:00.000;L46617201M;"VULLNE AVDURRAMANI - VLORE - ";
10184;2017-06-13 00:00:00.000;J61826508M;"AL MAR SHPK - DURRES - ";
10185;2017-06-13 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10186;2017-06-12 00:00:00.000;L21804002G;"GO SHIPPING ALBANIA - TIRANE - ";
10187;2017-06-14 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10189;2017-06-15 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";
10190;2017-06-15 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10191;2017-06-18 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
10192;2017-06-06 00:00:00.000;J61827510G;"DIAMANT - DURRES - ";
10193;2017-06-27 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
10197;2017-06-19 00:00:00.000;L33709406U;"ALPAK SOLUTIONS SHPK - VLORE - ";
10244;2017-06-23 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10246;2017-06-23 00:00:00.000;K36527271O;"ZIGUR CELAJ - VLORE - ";
10247;2017-06-24 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10194;2017-06-27 00:00:00.000;;"IMC CENTINTAS DIS DIS TICARET - 75 YIL MH ORGANIZE SAN BULOGEZ - ";M1
10195;2017-06-27 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10196;2017-06-27 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
10199;2017-06-29 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
10209;2017-06-24 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10210;2017-06-24 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10211;2017-06-16 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10212;2017-06-21 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
10213;2017-06-19 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
10214;2017-06-21 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10215;2017-06-02 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10216;2017-06-29 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
10217;2017-06-30 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10218;2017-06-30 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10248;2017-06-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10249;2017-06-27 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10250;2017-06-27 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10251;2017-06-28 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10252;2017-06-29 00:00:00.000;K77219205A;"ELDO 07 - VLORE - ";
10253;2017-06-01 00:00:00.000;K41504048F;"ALBANIAN CARGO SERVICE - TIRANE - ";
10254;2017-06-01 00:00:00.000;K31418036C;"INFOSOFT SD SHPK  FINANCA 5 - TIRANE - ";
10255;2017-06-15 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
10198;2017-06-28 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10200;2017-06-26 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10201;2017-06-26 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10202;2017-06-26 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10203;2017-06-19 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10204;2017-06-06 00:00:00.000;L06606005T;"TECHNOSOFT SHPK - SHKODER - ";
10205;2017-06-06 00:00:00.000;K31410517J;"ILIAS BEZATI - DURRES - ";
10206;2017-06-12 00:00:00.000;45369052;"ILIAS BEZATI - DURRES - ";
10207;2017-06-21 00:00:00.000;45369054;"ILIAS BEZATI - DURRES - ";
10208;2017-06-14 00:00:00.000;K26330201T;"NISATEL SHPK - DURRES - ";
10219;2017-06-09 00:00:00.000;L36401202C;"MARTED HOXHAJ - VLORE - ";
10220;2017-06-14 00:00:00.000;;"OZATA - TURQI - ";
10221;2017-06-16 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
10222;2017-06-16 00:00:00.000;K06429210O;"GABA - VLORE - ";
10223;2017-06-17 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
10289;2017-06-28 00:00:00.000;J6181109O;"KLES SHPK - TIRANE - ";
10226;2017-06-19 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10227;2017-06-19 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10228;2017-06-19 00:00:00.000;L12122018Q;"SHQIPTARJA.COM - TIRANE - ";
10229;2017-06-19 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10230;2017-06-19 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10231;2017-06-20 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10232;2017-06-20 00:00:00.000;L76604205F;"REDJAN SHABANI - VLORE - ";
10233;2017-06-21 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";
10234;2017-06-21 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10235;2017-06-21 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10236;2017-06-21 00:00:00.000;K16604201M;"ANA 2001 - VLORE - ";
10237;2017-06-20 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10238;2017-06-21 00:00:00.000;K11405004N;"PLANET TELEVIZION SHA - TIRANE - ";
10239;2017-06-21 00:00:00.000;;"OZATA - TURQI - ";
10240;2017-06-22 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10241;2017-06-01 00:00:00.000;J64103021R;"BREGU SHA - KORCE - ";
10242;2017-06-26 00:00:00.000;J64103021R;"BREGU SHA - KORCE - ";
10243;2017-06-23 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10245;2017-07-02 00:00:00.000;;"INTER SALES (DENVER ELECTRONICS) - DANIMARK - ";M1
10256;2017-06-16 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
10257;2017-06-19 00:00:00.000;K71821013S;"DM CONSULTING SERVICES - TIRANE - ";
10258;2017-06-21 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
10259;2017-06-23 00:00:00.000;K71821013S;"DM CONSULTING SERVICES - TIRANE - ";
10260;2017-06-29 00:00:00.000;L76604205F;"REDJON SHABANI - VLORE - ";
10261;2017-06-30 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10262;2017-06-30 00:00:00.000;K22103001T;"A & A INTERNATIONAL - TIRANE - ";
10264;2017-06-02 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10265;2017-06-06 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10263;2017-07-03 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10266;2017-06-08 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10267;2017-06-30 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10268;2017-06-30 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10269;2017-06-16 00:00:00.000;L41818009T;"AV MIRELA KRESHPA - TIRANE - ";
10270;2017-06-30 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
10271;2017-06-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10275;2017-06-28 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
10276;2017-06-28 00:00:00.000;K22112005E;"PANORAMA GROUP  SHA - TIRANE - ";
10277;2017-06-30 00:00:00.000;K46526058R;"DANI SECURITY SHPK - SHKODER - ";
10278;2017-06-30 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10279;2017-06-06 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10280;2017-06-30 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10281;2017-06-30 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
10282;2017-06-28 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10283;2017-06-16 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
10284;2017-06-22 00:00:00.000;L02017014B;"ALTA GROUP SHPK - TIRANE - ";
10285;2017-06-24 00:00:00.000;K36608208V;"COLOMBO SHPK - TIRANE - ";
10286;2017-06-29 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
10287;2017-07-06 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
10288;2017-07-06 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
10299;2017-07-13 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
10272;2017-07-05 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
10273;2017-07-04 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10274;2017-07-06 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
10290;2017-06-28 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
10291;2017-06-29 00:00:00.000;L22410001S;"ETNA AL - TIRANE - ";
10292;2017-07-07 00:00:00.000;;"GUANGDONG ATLAN ELECTRONIC - KINE - ";M1
10293;2017-07-12 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
10294;2017-07-12 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
10295;2017-07-12 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
10296;2017-07-12 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
10297;2017-07-12 00:00:00.000;;"SI EL SRL - ITALI - ";M1
10298;2017-07-12 00:00:00.000;;"B.SH HISNI APARATI D.O.O NAZARJE - SAVINJSKA CESTA 30 - ";M1
10300;2017-07-14 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10301;2017-07-15 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
10305;2017-07-20 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
10309;2017-07-18 00:00:00.000;GB11923472;"GPSG - TURQI - ";M1
10325;2017-07-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
10326;2017-07-01 00:00:00.000;K41504048F;"ALBANIAN CARGO SERVICE - TIRANE - ";
10327;2017-07-01 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
10328;2017-07-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
10329;2017-07-03 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
10330;2017-07-03 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
10302;2017-07-15 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
10303;2017-07-13 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10304;2017-07-17 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
10306;2017-07-08 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
10307;2017-07-12 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10308;2017-07-11 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10310;2017-07-08 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
10311;2017-07-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
10312;2017-07-05 00:00:00.000;J98009202P;"LAJTHIZA SHA - KUKES - ";
10313;2017-07-05 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
10314;2017-07-08 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10315;2017-07-08 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
10316;2017-07-01 00:00:00.000;J61824053N;"ALBTELECOM EAGLE MOBILE SHA - TIRANE - ";
10317;2017-07-07 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
10318;2017-07-12 00:00:00.000;K83920405I;"GERTI SYLARI - LUSHNJE - ";
10319;2017-07-02 00:00:00.000;K74720403K;"EDI HALILAJ - LUSHNJE - ";
10320;2017-07-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
10321;2017-07-14 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
10322;2017-07-18 00:00:00.000;J72124001N;"MARKETING & DISTRIBUTION - TIRANE - ";M1
10323;2017-07-18 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) - KINE - ";M1
10331;2017-07-01 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10332;2017-07-04 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
10324;2017-07-19 00:00:00.000;;"TCL HOME APPLIANCES (HK CO., LTD) - KINE - ";M1
10333;2017-07-03 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10334;2017-07-03 00:00:00.000;J91329003O;"SIGMA INTERALBANIAN VIENA INSURANCE - VLORE - ";
10335;2017-07-04 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10336;2017-07-06 00:00:00.000;L12122018Q;"SHQIPTARJA.COM - TIRANE - ";
10337;2017-07-04 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10338;2017-07-05 00:00:00.000;K22829401K;"ERA 2002 SHPK - VLORE - ";
10339;2017-07-05 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10340;2017-07-06 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10341;2017-07-07 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10342;2017-07-07 00:00:00.000;L7660405F;"REDJON SHABANI - VLORE - ";
10343;2017-07-10 00:00:00.000;L76604205F;"REDJON SHABANI - VLORE - ";
10344;2017-07-11 00:00:00.000;;"TRANSPORT BULLGARIA - BULLGARI - ";
10345;2017-07-10 00:00:00.000;L36308201D;"SALATAJ - VLORE - ";
10346;2017-07-05 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10347;2017-07-05 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10348;2017-07-12 00:00:00.000;K16604201M;"ANA 2001 SHPK - VLORE - ";
10349;2017-07-12 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
10350;2017-07-13 00:00:00.000;LF;"REDJAN SHABANI - VLORE - ";
10351;2017-07-13 00:00:00.000;L76604205F;"REDJAN SHABANI - VLORE - ";
10352;2017-07-13 00:00:00.000;K32627418M;"KRASNIQI - FIER - ";
10353;2017-07-14 00:00:00.000;K16604201M;"ANA 2001 SHPK - VLORE - ";
10354;2017-07-14 00:00:00.000;K16604201M;"ANA 2001 - VLORE - ";
10355;2017-07-14 00:00:00.000;K22103001T;"A & A INTERNATIONAL - TIRANE - ";
10356;2017-07-15 00:00:00.000;L36411204A;"ARTAN BRAHIMAJ - VLORE - ";
10357;2017-07-20 00:00:00.000;GB11923472;"GPSG - TURQI - ";M1
10454;2017-07-31 00:00:00.000;L22410001S;"ETNA -AL - TIRANE - ";
10455;2017-07-05 00:00:00.000;K22112005E;"PANORAMA GROUP  SHA - TIRANE - ";
10456;2017-07-05 00:00:00.000;L51328502G;"VEZI GROUP - DURRES - ";
10457;2017-07-06 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10458;2017-07-13 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10459;2017-07-18 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10460;2017-07-21 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10461;2017-07-24 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
10462;2017-07-25 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10463;2017-07-25 00:00:00.000;L46617201M;"VULLNET AVDURRAMANI - VLORE - ";
10464;2017-07-31 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
10465;2017-07-31 00:00:00.000;K77219205A;"ELDO 07 - VLORE - ";
10466;2017-07-31 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
10467;2017-07-31 00:00:00.000;K23323401N;"MYRTO SECURITY - FIER - ";
10468;2017-07-31 00:00:00.000;K46526058R;"DANI SECURITY SHPK - SHKODER - ";
10469;2017-07-14 00:00:00.000;L12805405O;"ARTUR QYRANA - FIER - ";
10480;2017-08-01 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10481;2017-08-01 00:00:00.000;K91314024I;"PAJTONI SHPK - TIRANE - ";
10482;2017-08-01 00:00:00.000;L51328502G;"VEZI GROUP - DURRES - ";
10483;2017-08-05 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10484;2017-08-02 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10485;2017-08-01 00:00:00.000;K41504048F;"ALBANIAN CARGO SERVICE - TIRANE - ";
10470;2017-07-14 00:00:00.000;J66703216P;"TRIS ELEKTRIK - TIRANE - ";
10471;2017-07-01 00:00:00.000;K71821013S;"DM CONSULTING SERVICES - TIRANE - ";
10472;2017-07-31 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10486;2017-08-04 00:00:00.000;K22103001T;"A & A INTERNATIONAL - TIRANE - ";
10487;2017-08-05 00:00:00.000;L76604205F;"REDJON SHABANI PF - VLORE - ";
10489;2017-08-04 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10490;2017-08-02 00:00:00.000;;"TRANSPORT BULLGARIA - BULLGARI - ";
10491;2017-08-04 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10492;2017-08-04 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10493;2017-08-03 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
10494;2017-08-01 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10495;2017-08-07 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
10496;2017-08-07 00:00:00.000;J98009202P;"LAJTHIZA INVEST SHA - KUKES - ";
10497;2017-08-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
10498;2017-08-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
10499;2017-08-04 00:00:00.000;L02017014B;"ALTA GROUP - TIRANE - ";
10527;2017-08-28 00:00:00.000;;"TERMIKEL DIS TICARET A.S - TURQI - ";M1
10501;2017-08-01 00:00:00.000;L22410001S;"ETNA-AL SHPK - TIRANE - ";
10502;2017-08-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
10503;2017-08-21 00:00:00.000;;"ATMACA ELEKTRONIK SAN VE TIC - TURQI - ";M1
10504;2017-08-21 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10506;2017-08-22 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
10512;2017-08-21 00:00:00.000;K26330201T;"NISATEL SHPK - DURRES - ";
10515;2017-08-01 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10516;2017-08-01 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10517;2017-08-01 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
10519;2017-08-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
